@relation G__Datasets_5151_training_data_5151

@attribute text string
@attribute @@class@@ {neg,neu,pos}

@data
'  कुछ शांत और संयमित तरीका अपनाते हैं तो कई सफलता की शॉर्ट कर्ट राह पकड़ते  हैं\r\n',neu
' अपनी नई फिल्म के हीरो से मिलने के बाद प्रभुदेवा को लगा कि चॉकलेटी इमेज के गिरीश कुमार के साथ ऐक्शन फिल्म बनाना आसान नहीं, सो उन्होंने अपनी पहली तेलुगू फिल्म को हिंदी में गिरीश के साथ बनाने का फैसला किया\r\n',neu
' पिछली फिल्म की कहानी 16 से 18 साल के स्टूडेंट्स को फोकस करती है तो  गिप्पी चौदह से सोलह साल के स्टूडेंट्स की समस्याओं और उनकी सोच को फोकस करती है\r\n',neu
' पिछली फिल्म में चुलबुल पांडे की बीवी बन चुकी रज्जो इस बार आदर्श पत्नी बन चुकी है\r\n',neu
' पिछले कुछ अरसे में पान सिंह तोमर, विकी डोनर, काई पो चे, आशिकी-2 और अब फुकरे ऐसी फिल्में हैं जो आठ-दस करोड़ के बजट में बनीं और अपनी लागत से कई गुना ज्यादा मुनाफा कमा गईं\r\n',neu
' पिछले कुछ अरसे से हर बार प्रकाश ने अपनी फिल्म में किसी सोशल कॉज को मुख्य मुद्दा बनाया है\r\n',neu
' पिछले कुछ अर्से से तेजी से पनपते मल्टिप्लेक्स के इस दौर में सिल्वर स्क्रीन पर आपको ब्रेक डांस से लेकर पीटी नुमा डांस तो हर दूसरी फिल्म में नजर आ जाएंगे\r\n',neu
' पिछले सात सालों के इस अफेयर में निखिल और करिश्मा के बीच ना जाने कितनी बार ब्रेकअप हुआ लेकिन रिश्तों को हमेशा निभाने के अपने स्वभाव के चलते हमेशा करिश्मा की बात आगे रखी\r\n',neu
' पिछले साल आशिकी के सीक्वल में अपनी पहचान बना चुकी श्रद्धा भी इस बार फिल्म का हिस्सा बनीं\r\n',neu
' पिछले साल करण, इमरान और पुनीत ने स्क्रिप्ट को ओके किया तो उस वक्त करण ने पुनीत को फिल्म में अपनी चहेती ऐक्ट्रेस  करीना कपूर को लेना का सुझाव दिया और करीना को साइन किया गया\r\n',neu
' पिछले साल शमीम की वाइफ प्रियंका देसाई ने इस अधूरी फिल्म को फिल्म के हीरो इमरान हाशमी की मदद से फिर शुरू किया\r\n',neu
' पिता की ऑडियो कैसेट की दूकान में गाने ट्रान्सफर करता रहता है इसलिए वो कुमार शानू का बड़ा फैन है\r\n',neu
' अपनी बेटी के लिए कुछ भी करने को तैयार पिता के रोल में उन्होंने जान डाली है\r\n',neu
' पिता के साथ हुए अन्याय के बदले की कहानी में राष्ट्रप्रेम का तडका है\r\n',neu
' पिता चाहते हैं कि उनका बेटा एक दिन क्रिकेट या फुटबॉल में अपना नाम रोशन करे\r\n',neu
' पीटर की पिछली फिल्मों में रोमांच अक्सर कहानी और किरदारों पर हावी रहा है\r\n',neu
' पीटर को कभी अपने दोस्त रहे हैरी ऑस्बॉर्न (डेन) से भी टकराना है, जो अब शहर को बिजली की सप्लाई करने वाली कंपनी ऑसकार्प का सीईओ बन चुका है\r\n',neu
' पीटर पार्कर (एंड्रयू गारफील्ड) जब छोटा था तब उसके माता-पिता रहस्यमय परिस्थितियों में उसे अंकल के पास छोड़ गए थे\r\n',neu
' पुनीत और अरशद की लिखी कहानी कहीं ना कहीं मल्टिप्लेक्स और यंगस्टर्स की कसौटी पर पूरी तरह से फिट नहीं बैठ पाती है, लेकिन पुनीत की तारीफ करनी होगी कि उन्होंने बतौर निर्देशक कहानी और किरदारों के साथ पूरी तरह से इंसाफ किया\r\n',neu
' पुराने स्टूडियो की नई फिल्म आपको देखने को मिलेगी\r\n',neu
' पुलिस इंस्पेक्टर इसी डॉन के इशारों पर काम करता है\r\n',neu
' पुलिस कमिश्नर (मनोज जोशी) इंस्पेक्टर शांति प्रिया को कार्लोस को पकड़ने के मिशन पर लगाते हैं\r\n',neu
' पुलिस लाचार बनकर तमाशा देख रही है और कुछ असामाजिक तत्वों को इसका फायदा भी मिलता है\r\n',neu
' अपने इस अनोखे बेटे की आंख का एक आंसू उसे पसंद नहीं\r\n',neu
' पुलिस से बचते-बचाते महाबीर अपने साथ वीरा को लेकर अनजान सफर पर निकल पड़ता है\r\n',neu
' पुलिस, नेता और प्रशासन इस बात को मानने को तैयार नहीं कि किसी का घर गायब हो सकता है\r\n',neu
' पूछती है कि कहीं वो सपना तो नहीं देख रही है\r\n',neu
' पूजा जतिंदर बेदी ने भी शायद अपना शौक पूरा करने के लिए ‘घोस्ट’ निर्देशित की है, लिखी भी है और संपादित भी की है\r\n',neu
' पूनम के आलोचक कहते हैं टॉप मैगजीन के कवर पेज और लीडिंग न्यूजपेपर के पहले पन्ने पर अगर जगह मिलने की गारंटी हो तो पूनम हर अंदाज में अपनी बोल्ड ब्यूटी को परोसने की कला जानती हैं\r\n',neu
' पूरी फिल्म एक बंगले और और आधा दर्जन भर किरदारों जिनमें हीरो तरुण, तरुण की वाइफ नम्रता, बेटी निम्मी, बेटा तमन और तरुण की बहन और उसके नौकर लक्ष्मण प्रसाद के इर्द-गिर्द घूमती है\r\n',neu
' पूरी फिल्म नायिका के आसपास घूमती है और नायिका है फिल्मों में हीरो के आसपास नाचने वाली एक लड़की, जो कोल्हापुर से आई है\r\n',neu
' पूरी फिल्म पर पकड़ बनाने की कला उनको सीखना होगी\r\n',neu
' पूरी फिल्म में आप कहानी ढूंढते रह जाएंगे\r\n',neu
' पूरी फिल्म में इकलौती वहीं ऐसी हैं जिनकी दर्शकों में पहचान है\r\n',neu
' अपने इस सपने को पूरा करने के लिए मानव कुछ भी कर सकता है\r\n',neu
' पूरी फैमिली में शादी का माहौल है, शादी की रस्में शुरू हो चुकी हैं\r\n',neu
' पेरिस जाकर रानी की मुलाकात होटल में सर्विस कर रही विजयलक्ष्मी (लिजा हेडन) से होती है\r\n',neu
' पैरेंट्स का किसी किस्म का उस पर प्रेशर नहीं है\r\n',neu
' पैसा  पानी की तरह बहाया गया है और विध्वंस के वो सारे दृश्य फिल्म में मौजूद हैं, जो इस तरह की फिल्मों के जान होते हैं\r\n',neu
' प्यार के इजहार में भी जल्दबाजी कर देता है\r\n',neu
' प्यार में पड़ा ध्रुव अपने दोस्त हैप्पी (प्रद्युम्न सिंह) के साथ मिलकर साक्षी की ही कंपनी से कार लोन लेता है और नई गाड़ी के साथ प्राची को खुश करना चाहता है लेकिन कुछ ऐसी घटनाएं घटती हैं जिसके कारण उसकी गाड़ी की चोरी हो जाती है और बाद में पता चलता है की गाड़ी चोरी करने वाला एक बड़ा गिरोह है जिसकासरगना है मिनोचा (जैकी श्रॉफ)  और अब इस गिरोह को सबक सीखाने का काम ध्रुव और हैप्पी अपनी पत्रकार दोस्त निम्मी (इरा दुबे)   के साथ करते हैं\r\n',neu
' प्रकाश और संजय का जब भी आमना-सामना हुआ, हर बार प्रकाश ही संजय पर भारी पड़े\r\n',neu
' प्रकाश राज एकबार फिर अपने पुराने स्टाइल में दिखे हैं\r\n',neu
' प्रकाशक चाहता है कि राजाराम अपनी कहानियों में थोड़ा बहुत सेक्सी मसाला डाले\r\n',neu
' प्रभुदेवा इमोशनल सीन में कमजोर एक्टर साबित हुए, लेकिन उनका सोलो परफॉर्मेंस इस कमी को पूरा करता है\r\n',neu
' अपने इसी जिद्दी स्वभाव के चलते बाबू जी कभी अपने बनाएं दांडी मार्च पर निकल पड़ते हैं, तो ज़ू पहुंचकर शेर की दहाड़ सुनकर खुद भी दहाड़ने की कोशिश करते हैं\r\n',neu
' प्रिंस इंद्रजीत सिंह को देख लगता है कि जैसे इसे इरफान खान के लिए ही लिखा गया था\r\n',neu
' प्रिय ने मलयालम सुपर हिट फिल्म \'मारिकून्डोरू कुंजाडु\' को हिंदी में कुछ बदलाव के साथ बनाया\r\n',neu
' प्रीति और प्रेम सोनी दोनों अच्छे दोस्त तो हैं ही, फिल्म की कहानी इन दोनों ने लिखी है\r\n',neu
' प्रीति की फिल्म आगे खिसकने की एक वजह यश राज बैनर की \'जब तक है जान\' बनी तो इसके बाद प्रीति की फिल्म के डायरेक्टर प्रेम सोनी को कैंसर होने की खबर आई\r\n',neu
' प्रेम कहानी पिछली सीट पर चली जाती है और ड्राइविंग सीट पर महिलाओं पर हो रहे अत्याचार, एंटी करप्शन जैसे मुद्दे हावी हो जाते हैं\r\n',neu
' प्रॉडक्शन कंपनी का दावा है कि यह फिल्म सत्य घटनाओं पर बनी है\r\n',neu
' प्रॉडक्शन कंपनी ने इस फिल्म को ठीक उसी दिन रिलीज किया, जिस दिन इंडियन सिनेमा अपना सौंवा बर्थडे मना रहा है\r\n',neu
' प्रॉड्यूसर मोती सागर की इस फिल्म का तानाबाना भी दिल्ली की लोकेशन पर रचा गया है\r\n',neu
' प्लान यह है कि इन दोनों को फुल ट्रेंड होने के बाद यूएसए की किसी नामी टीम को अच्छी प्राइस में बेचकर मोटा मुनाफा कमाया जाए\r\n',neu
' फराह खान खुद कोरियोग्राफर रही हैं\r\n',neu
' अपने खास दोस्त मुरली की सलाह मानकर कुंदन जोया से अपने प्यार का इजहार करने पहुंचा\r\n',neu
' फर्स्ट हाफ में माही और आर्यन के किरदारों को निखारने में मधुर ऐसे उलझे कि स्क्रिप्ट पर ज्यादा ध्यान नहीं दे पाए\r\n',neu
' फिर  क्या होता है, यह फिल्म उसके बारे में है\r\n',neu
' फिर अचानक कुछ ऐसा होता है कि बर्फी को बैंक डकैती तक करनी पड़ती है\r\n',neu
' फिर एक और फिल्म बनाई \"वादा रहा\"\r\n',neu
' फिर कई सारी कन्फ्यूजन होने लगता है और आखिरकार फिल्म को अंजाम मिलता है\r\n',neu
' फिर डायरेक्टर ने 6-5=2 क्यों बताया? तर्क यह कि कैमरा भी तो जंगल से लौटा है, जिसमें यह कहानी कैद है!\r\n',neu
' फिर भी अगर मुमकिन हो तो इस फिल्म को देखें\r\n',neu
' फिर भी सुपर्ण की तारीफ इसलिए की जा सकती है कि उन्होंने घिसी-पिटी हॉरर मूवी से कुछ अलग करने की कोशिश की है\r\n',neu
' फिलहाल, अब जब फिल्म सेंसर से ओके होकर दर्शकों के सामने है तो यकीनन पूनम की तुलना पॉर्न ऐक्ट्रेस सनी लियोन की पिछली फिल्म से होना स्वाभाविक है , इस रेस में यकीनन पूनम ने सनी को पहले राउंड में तो पछाड़ ही दिया है\r\n',neu
' फिल्म \"चाँदनी\" का एक गीत जस का तस उठाकर उस पर जितेन्द्र वाले तमाम मशहूर डांस तुषार कपूर से करा दिए गए हैं\r\n',neu
' अपने पति की मौत के बाद मिसेज बावेजा (डॉली आहलूवालिया) और उनका बेटा सुखी (तुषार कपूर) सभरवाल से बदला लेने का फैसला करते हैं\r\n',neu
' फिल्म इतनी लंबी और उबाऊ है कि नींद आने लगती है\r\n',neu
' फिल्म एक बड़ा सवाल हमारे-आपके लिए छोड़ जाती है कि क्या भ्रष्टाचार के खिलाफ जंग करने वालों का अंजाम आगे भी मंजुनाथ जैसा ही होता रहेगा\r\n',neu
' फिल्म कम बजट में बनाई गई है और इसका असर नजर आता है\r\n',neu
' फिल्म का पहला हिस्सा जिंदगी की उस सच्चाई पर आधारित है जिसे हर कोई जानता है, लेकिन कबूल करने से हिचकिचाता है यानी अचानक जिंदगी से किसी शख्स का हमेशा के लिए चले जाना\r\n',neu
' फिल्म का बहुत बड़ा हिस्सा रॉकी और डॉनी के बीच सांमजस्य स्थापित करने में ही बीत जाता है\r\n',neu
' फिल्म का यह हिस्सा उन दर्शकों को अच्छा  लगता है जो स्क्रीन पर चल रही बातों, जिनमें न्यूक्लीयर प्लांट और दैत्यों को तैयार करने की साजिश के बारे में बात की गई है, को समझ पाते  हैं\r\n',neu
' फिल्म का संगीत औसत है\r\n',neu
' फिल्म का सफल एक्टर प्रद्युम्न है जिसने अपने   किरदार को बखूबी निभाया है बाकी कोई भी किरदार आपको एंटरटेन नहीं करता\r\n',neu
' फिल्म की कहानी भी उन्हीं के इर्द-गिर्द टिकी है, लेकिन गुलशन कैमरे के सामने आए और अपने पहले से लिखे संवाद बोलकर चल दिए\r\n',neu
' फिल्म की कहानी में इस बात का खासा दखल है\r\n',neu
' अपने पिता के इसी सपने को साकार करने युवक इलाहाबाद से आया है, जो \'प्रतीक्षा\' पर ही साकार हो सकता है\r\n',neu
' फिल्म की क्वीन दिल्ली के राजौरी गार्डन से है, तो क्वीन का राजकुमार वेस्ट दिल्ली से ही है\r\n',neu
' फिल्म की खोज विदेशी कलाकार टालिया बेंस्टन हैं\r\n',neu
' फिल्म की दूसरी खासियत फिल्म में इंडस्ट्री के लगभग दो दर्जन से ज्यादा स्टार पर फिल्माया आइटम सॉन्ग कहा जा रहा है\r\n',neu
' फिल्म की निर्देशक सोनम नायर इससे पहले विशाल भारद्वाज कैंप के साथ जुडी रही हैं\r\n',neu
' फिल्म की शुरुआत उन्होंने बहुत सधे तरीके से की है\r\n',neu
' फिल्म की शुरुआत में रिवॉल्वर रानी अपने टॉय बॉय वीर दास को अपनी ड्रेस दिखाते हुए कहती है कि यहां अच्छी पोशाक नहीं मिलती, सो हम अपनी पोशाक इटली से मंगवाते हैं\r\n',neu
' फिल्म की शुरुआत में ही भंसाली ने साफ कर दिया है कि उनकी फिल्म शेक्सपियर के नाटक रोमियो-जूलियट की लव स्टोरी से प्रेरित है\r\n',neu
' फिल्म की शूटिंग हुई है मुंबई, बनारस और सतारा में\r\n',neu
' फिल्म की स्पीड काफी तेज है\r\n',neu
' फिल्म के कई दृश्यों में तो मनीषा ही दर्शकों को डराने का काम करती है\r\n',neu
' अपने मम्मी-पापा का ऐसा हाल देखकर उसने बचपन में ही फैसला कर लिया था कि वह अपने दोस्त साहिल (आकाश चोपड़ा) के साथ ही शादी करेगी\r\n',neu
' फिल्म के कई सीन में उनका लुक दादा राज कपूर की याद दिलाता है\r\n',neu
' फिल्म के क्लाइमेक्स में रानी शादी के बाद इटली के वेनिस शहर में बसने की इच्छा जताते हुए कहती है कि उसने वहां जाने के लिए मोटी रकम का भी इंतजाम कर लिया है\r\n',neu
' फिल्म के डायरेक्टर का दावा है कि दुनियाभर में लगभग 4 अरब फोन यूजर्स हैं\r\n',neu
' फिल्म के तीसरे हिस्से में फिल्म के माध्यम से रोचक किरदार दर्शकों से मुखातिब होता है\r\n',neu
' फिल्म के दूसरे हिस्से में वे लंबे समय तक गायब रहीं\r\n',neu
' फिल्म के दो गाने सत्तर-अस्सी के दशक के संगीत की याद दिलाते हैं\r\n',neu
' फिल्म के दोनों कैरेक्टर्स एक-दूसरे से जुदा है और शकुन ने डिटेल के साथ उन्हें पेश किया है\r\n',neu
' फिल्म के बाकी कलाकारों जैसे पूरब कोहली ने ठीक ठाक काम किया है\r\n',neu
' फिल्म के भीतर फिल्म बना दी है\r\n',neu
' फिल्म के मुख्य विलन बच्ची सिंह के किरदार में प्रकाश राज जैसे मंजे हुए ऐक्टर के लिए चंद डायलॉग और पिटने कि सीन्स रखे गए\r\n',neu
' अपने लवर कबीर (अली फजल) की पीठ पर अपने नाम का टैटू गुदवाकर उसे बहुत खुशी होती है\r\n',neu
' फिल्म के लीड भोला को खुद नहीं मालूम कि वह किन लोगों का खून बहाने में लगा है\r\n',neu
' फिल्म के लेखक और निर्देशक साकेत चौधरी इस मुद्दे पर भटक गए हैं, हालांकि क्लाइमैक्स  में उन्होंने पत्नी को भी होशियार दिखाकर न्याय करने की कोशिश की है\r\n',neu
' फिल्म के संवाद आगे की सीट पर बैठने वाले दर्शकों को ध्यान में रखकर लिखे गए हैं\r\n',neu
' फिल्म के सितारों में जेनिफर लॉरेन्स, जोश हचरसन, लियाम हेमस्वार्थ, वूडी हार्लेसन, एलिजाबेथ बैंक्स, जूलियाना मूर, फिलीप सेमोर, जेफ्री राइट, स्टेनली टूसी, डॉनल्ड सदरलैंड, टॉबी जोन्स, सेम क्लेफिन, जेना मेलोना, नतालिया डोर्मर, गेवेंडोलाइन क्रिस्टी, माइकल फोर्ब्स, माहेर्षला अली शामिल हैं\r\n',neu
' फिल्म के हीरो  आयुष्मान खुराना भी म्यूजिक टीम से जुडे हैं\r\n',neu
' फिल्म को करीब दो साल पहले बनाया गया था, लेकिन प्रॉडक्शन कंपनी इसे देश में रिलीज करने से पहले कुछ फिल्म समारोहों में भेजना चाहती थी\r\n',neu
' फिल्म को जल्द ही यू-ट्यूब पर रिलीज किया जाएगा\r\n',neu
' फिल्म को शूट करने के बाद निर्देशक जब संपादक के साथ एडिटिंग टेबल पर बैठता हैं तो उसे अपने दृश्यों से प्यार हो जाता है और वह उन पर कैंची चलाने की हिम्मत नहीं दिखा पाता\r\n',neu
' फिल्म गोता तब लगाती है जब दोनों के घर वाले यानी कि बंगाली और पंजाबी आमने-सामने होते हैं\r\n',neu
' फिल्म थी सर्वश्रेष्ठ ऑस्कर विजेता \"द आर्टिस्ट\"\r\n',neu
'  गोलियां चलती हैं और घर मैं मौजूद लोगों का सच कुछ और निकलता है, फिर टैरनटिनो स्टाइल थ्रिलर और एक्शन का खेल जो शुरू होता है वह बांध कर रख देता है\r\n',neu
' अपने-अपने भाई की हत्याओं के बावजूद लीला और राम के रिश्तों में कोई फर्क नहीं पड़ता\r\n',neu
' फिल्म देखकर लगता है कि डायरेक्टर  गौरी शिंदे ने इस फिल्म को बनाने से पहले ही बतौर लीड किरदार श्रीदेवी का चयन कर लिया था\r\n',neu
' फिल्म पूरी होने के बाद फिल्म का टाइटिल \'रश\' रखा गया\r\n',neu
' फिल्म में एनकाउंटर स्पेशलिस्ट साधु अगाशे बने नाना पाटेकर साफ-साफ कहते हैं\r\n',neu
' फिल्म में ऐसा कोई किरदार भी नहीं है जो आपको बांध सकें\r\n',neu
' फिल्म में ऐसा मेसेज है, जो हमारे राजनेताओं की कलई खोलने के साथ-साथ सरकारी दफ्तरों में खुलेआम चल रही रिश्वतबाजी का पर्दाफाश करता है\r\n',neu
' फिल्म में कई जगह  लॉजिक को भी दरकिनार रख दिया गया है और एक्शन दृश्यों की जगह बनाई गई है\r\n',neu
' फिल्म में कई सारे डबल मीनिंग जोक्स आपको सुनने और देखने को मिलते हैं साथ ही सनी लियॉन की मौजूदगी फिल्म में घनघोर अंग प्रदर्शन का तड़का लगाती है\r\n',neu
' फिल्म में कुछ स्मार्ट तो कुछ बहुत ही बुरे जोक्स है\r\n',neu
' फिल्म में कैमरा वर्क, डिजाइन, कास्ट्यूम सबकुछ उम्दा के बहुत हद तक करीब हैं\r\n',neu
' फिल्म में गोविंदा की बेटी नर्मदा उर्फ टीना अहूजा ने डेब्यू किया है और गिप्पी ग्रेवाल की यह पहली हिंदी फिल्म है\r\n',neu
' अपराध की दुनिया में अपना दबदबा बनाने के बाद भोला कुछ ऐसे राजनैतिक दिग्गजों की उंगलियों पर नाचने को मजबूर है जो अपने निजी फायदे के लिए उसका इस्तेमाल करके अपने विरोधियों को कुचलने में लगे हैं\r\n',neu
' फिल्म में घर से परदेस में अंग्रेजी सीखने की क्लास में आए हर किसी की अपनी-अपनी कहानी है\r\n',neu
' फिल्म में पंजाबी कूट-कूट कर भरी हुई है लेकिन फिल्म देखने समझने में गैर-पंजाबियों को भी कोई दिक्कत नहीं होने वाली है\r\n',neu
' फिल्म में प्यार कभी महसूस होता है तो   कभी लगता है कि प्यार सबसे बड़ा गुनाह है\r\n',neu
' फिल्म में फाइटिंग सीन गानों के साथ दिखाए गए हैं\r\n',neu
' फिल्म में यह बनारस दिखाया गया है\r\n',neu
' फिल्म में शुरू से आखिर तक खूनखराबा नजर आता है\r\n',neu
' फिल्म में साउथ के सुपरस्टार विजय ने पुली का रोल निभाया है जो एक तानाशाह सेनानायक (सुदीप) से अपनी रानी (श्रीदेवी) को बचाने के लिए लड़ाई करता है\r\n',neu
' फिल्म में हर तरह की भावनाएं उसके सामने चलती प्रतीत होती हैं\r\n',neu
' फिल्म में हीरो का एक दोस्त भी है जिसे मोहम्मद जीशान अय्यूब ने निभाया है\r\n',neu
' फिल्म शुरू होने के कुछ दिनों बाद फिल्म के डायरेक्टर शमीम देसाई की अचानक मौत हो गई\r\n',neu
' अपराधियों से सामना होते ही रुद्रा अचानक रौद्र रूप में आ जाता है\r\n',neu
' फिल्म स्टार माइ व्हीटमैन जिन्होंने अमेरिकन टीनेजर का रोल किया है\r\n',neu
' फिल्म है दो लोगों के बीच बदलते रिश्ते की\r\n',neu
' फिल्मों का पहला काम है दो-ढाई घंटे मन लगाए रखना और ये फिल्म ऐसा करती है\r\n',neu
' फिल्मों में यह साउंड के जरिए ही जाहिर होता है\r\n',neu
' फैजल की बेगम बनी हुमा कुरैशी ने अपने किरदार में जान डाली है\r\n',neu
' फोर्ड किस  तरह से स्थिति से निपटता है और अपने परिवार से मिलता है, यह फिल्म का सार है\r\n',neu
' बचपन के बाद एक बार फिर जवानी में प्यार में मात खाकर कुंदन ने इस बार फिर कलई तो काट ली लेकिन इस बार उसे अब लग गया कि जोया उसे बस अपना दोस्त मानती है और उसे भी एक अच्छे दोस्त की तरह जोया की मदद करनी चाहिए\r\n',neu
' बचपन में एक पहेली थी, डब्बे में डब्बा और डब्बे में कुछ नहीं\r\n',neu
' बजाज के किडनैप के दौरान राजा और रूद्र पहली बार मिताली (सोनाक्षी सिन्हा) से मिलते हैं और राजा पहली नजर में मिताली पर मर मिटता है\r\n',neu
' बड़े शहरों की भागती-दौड़ती जिंदगी और उसकी व्यस्तता को डायेरक्टर ने पर्दे पर दिखाया है\r\n',neu
' अफसोस होता है कि हमारे यहां नामी स्टार्स की मेगा बजट फिल्मों से लेकर हॉट बोल्ड सेक्सी मस्तराम जैसी ए ग्रेड फिल्मों के लिए तो थिएटर और वितरक आसानी से मिल जाते हैं, लेकिन \'हवा हवाई\' जैसी बेहतरीन साफ-सुथरी और बच्चों से लेकर बड़ों को एक मेसेज देने वाली फिल्म को थिएटर नहीं मिल पाते\r\n',neu
' बड़े होकर बचपन के अनोखे खेल बस सोच में ही अच्छे लगते हैं\r\n',neu
' बता दें, यह पहली ऐसी फिल्म नहीं है जिसके साथ कई डायरेक्टरों का नाम जुड़ा हो या एक फिल्म में कई कहानियों को एकसाथ पेश किया गया हो\r\n',neu
' बतौर डायरेक्टर अजय चंडोक इस फिल्म से पहले 5-6 फिल्में बना चुके हैं\r\n',neu
' बतौर निर्माता-निर्देशक ज्योतिन ने अपनी पिछली जहरीले, इनाम दस हजार और सफारी में संजय दत्त को ही लिया\r\n',neu
' बदले में उसे कमीशन देने की बात  होती है\r\n',neu
' बबलू को पहली नजर में डिंपी से प्यार हो जाता है\r\n',neu
' बरसों पहले इस गली में ज्यादतर दुकानें परांठे बनाने वालों की थी\r\n',neu
' बरसों पहले रघुवीर अपनी मां की मौत के बाद अपनी छोटी सी बहन को गोद में लिए गांव से सटे रेलवे स्टेशन के स्टेशन मास्टर श्रीकांत भार्गव (विनोद खन्ना) के पास आया था\r\n',neu
' \'बर्फी\' देखते वक्त आप भी सोचेंगे कि आखिर करियर के इस दौर में रणबीर ने मूक-बधिर युवक जैसा चुनौती भरा रोल क्यों चुना? लेकिन, फिल्म खत्म होते ही आपको इस सवाल का जवाब मिल जाएगा\r\n',neu
' बल्ली मामा को डर है कि अलका अगर मां बनती है तो वह चुनाव के मैदान से हट सकती है\r\n',neu
' अब अगर आपको हम रज्जो के अतीत और चंदू-रज्जो की लव स्टोरी के बीच विलेन बनने वालों के बारे में बताने लगे तो फिल्म में देखने के लिए कुछ नहीं बचेगा\r\n',neu
' बस अमित को अपने लिए ऐसी ही ड्रीम गर्ल की तलाश है\r\n',neu
' बस इस स्थिति को बदलने के लिए वो अंततः एक डील करती है\r\n',neu
' बस गाड़ी यहीं से गायब होती है और फिल्म की कहानी का नाम ही फिल्म का कहानी बन जाता है\r\n',neu
' बस फिर क्या, मीनाक्षी खुद को सूर्या के सपनों की रानी समझने लगती हैं\r\n',neu
' बस फिर क्या, वह इंडिया जा पहुंचता है और यहां एक रिऐलिटी शो का आयोजन करता है\r\n',neu
' बस समीर और उसका दोस्त गट्टू उसे भी अपनी परेशानी बताकर अपने प्लान में शामिल कर लेते हैं\r\n',neu
' बहरहाल, संभवत: ‘मांझी-द माउंटेन मैन’ हिंदी सिनेमा में दूसरी बॉयोपिक है, जो किसी दलित नायक पर बना है\r\n',neu
' बहुत पहले एक सर्वे हुआ था तो लड़कियों ने डेटिंग के लिए क्रिकेटर युवराज सिंह को चुना था और शादी के लिए राहुल द्रविड़ उनकी पहली पसंद थे\r\n',neu
' बहुत मजा भी आता था लेकिन कुछ चीजें सिर्फ बचपन में ही अच्छी लगती हैं\r\n',neu
' बाकी इमोशन के लिए भी फिल्मकार साउंड का इस्तेमाल करते हैं\r\n',neu
' अब आप दर्शकों की हर क्लास में पूनम की अपनी पहचान का अंदाज लगा सकते हैं\r\n',neu
' बाकी कलाकार सामान्य हैं\r\n',neu
' बाद में उसे मालूम पड़ता है कि इंसपेक्टर विक्रम राठौर (अक्षय कुमार) उसका हमशक्ल है जो देवगढ़ गांव में बापजी नामक गुंडे के आतंक को खत्म करने में जुटा है\r\n',neu
' बाद में नंदू और मोहिनी भी इस टीम से जुड़ते हैं\r\n',neu
' बाबू जी की जिद कुछ अजीब रहती है\r\n',neu
' बार के कंसेप्ट   पर कई फिल्में भी बनी जिसमें \'बार गर्ल\' और मधुर भंडारकर की \'चांदनी बार\' फिल्म शामिल है और अब डांस बार पर ही एक  और   फिल्म इस श्रेणी का हिस्सा बनने को तैयार है, नाम है \'बरखा\'\r\n',neu
' बारिश, आग, त्योहार के बैकड्रॉप में कहानी को आगे बढ़ाया गया है\r\n',neu
' बाल कलाकार ऋत्विक साहोरे को एक रेस्टोरेंट में देख कर निर्देशक ने अपनी फिल्म के लिए चुना था और उन्होंने अपने चयन को सार्थक किया\r\n',neu
' बाला और विक्रम में विक्रम बड़ा है\r\n',neu
' बावजूद इसके कुछ विसंगतियों के माध्यम से लोगों को संदेश देने का प्रयास किया गया है\r\n',neu
' बावजूद इसके केटनीस जैसे-तैसे अपने गोल को प्राप्त करने के लिए प्रयासरत नजर आती हैं\r\n',neu
